target,ids,date,flag,user,text
4,2190762188,Tue Jun 16 03:39:22 PDT 2009,NO_QUERY,biaromerok,"i'm feeling quite sleepy today, wish i could stay in bed today...but OK! is my LAST YEAR, so let's go to school "
0,1973926253,Sat May 30 12:06:09 PDT 2009,NO_QUERY,risha_,@nadalnews Yeah  Mathieu totally choked in the 3rd set to let Rog win as well. Djokovic played TERRIBLY.  
0,2003334341,Tue Jun 02 06:20:35 PDT 2009,NO_QUERY,stephrunscity,"ugh, morning's off to a rough start "
0,2063670257,Sun Jun 07 03:36:33 PDT 2009,NO_QUERY,cathymcewan,just bit my tongue 
0,1994589777,Mon Jun 01 12:09:16 PDT 2009,NO_QUERY,Jaystevens3,@frandrescher Apparently you dont have time for ur fans!!!!!!!!!! 
4,2054208245,Sat Jun 06 06:49:41 PDT 2009,NO_QUERY,MTVnHollyWEST23,Whaddup Whaddup Whaddup Whaddup Whaddup  I Got white girl swag from MY HEAD TO MY shOES Whaddup @yungla 
4,1957149371,Thu May 28 23:39:25 PDT 2009,NO_QUERY,Peaugh,"@GogDog I'd be willing to pay $40-50 (thus covering the cost of the set) for one of them, but if you've got a counter offer I'll listen. "
4,2191233426,Tue Jun 16 04:49:51 PDT 2009,NO_QUERY,Kate_BridgeMin,Working on photos from Hillsong's 1 year celebration!!! stay tuned   www.hillsong.co.za
0,1676986264,Fri May 01 23:59:22 PDT 2009,NO_QUERY,babysitter187,"baby's chicken pox are soo bad on the face, I am afraid she might have scars "
0,2230296290,Thu Jun 18 16:54:56 PDT 2009,NO_QUERY,alyshmun,i don't feel good 
4,1969042558,Fri May 29 22:52:37 PDT 2009,NO_QUERY,gcrush,@edadkins ha ha I want to see pictures from when you were a minister!!!  *boobie flahses*!!!! 
0,1963325067,Fri May 29 12:33:09 PDT 2009,NO_QUERY,oniwolf,This day will pass slowly.  All of these days will.  RAWR!!!!  ... 
0,2001978301,Tue Jun 02 02:43:56 PDT 2009,NO_QUERY,ENGLISHSMITH,my car is poorly 
4,1557804294,Sun Apr 19 06:04:37 PDT 2009,NO_QUERY,seokhye,im turning 18 one week from now  but i don't feel excited  i really don't know why i've seen my friends  they got excited  but on my part
4,1833745318,Mon May 18 00:18:36 PDT 2009,NO_QUERY,ladiejaja,No woooooork tomorrrow&amp;tuesday 
0,1880147585,Fri May 22 00:15:04 PDT 2009,NO_QUERY,mpwatson,Flatmates are still in the bathroom! ARGGH!! 
0,2181196503,Mon Jun 15 11:29:59 PDT 2009,NO_QUERY,grskell3,I'm having an allergic reaction to silver earings 
0,1999945855,Mon Jun 01 21:06:49 PDT 2009,NO_QUERY,nailbiter2,"@RocDoogie I am, I'll admit...  maybe I'll feel better tomorrow, yo! Down 4 studio time??"
0,2216163585,Wed Jun 17 19:07:16 PDT 2009,NO_QUERY,violetile,"@jasonhooha Going back to sleep is such a great idea, unfortunately I'm already at work notebook-less "
0,2183762428,Mon Jun 15 14:57:09 PDT 2009,NO_QUERY,RubyRedsocks,what is with msn making me click the wrong people. garrrrr 
0,1975439689,Sat May 30 15:09:38 PDT 2009,NO_QUERY,smurfpop,Too full of fizz but not enough cider 
4,2180848798,Mon Jun 15 11:01:39 PDT 2009,NO_QUERY,MardiAliyah,How to Get Your Ex Back (worked for me  http://bit.ly/ec8qJ
0,2323431705,Thu Jun 25 00:37:45 PDT 2009,NO_QUERY,Mystinguette,Time to sleep... Long day again tomorrow 
4,2188435142,Mon Jun 15 21:53:41 PDT 2009,NO_QUERY,EmelyCuellar,Hahaha blakk is reckkkin it. :p throwwwwwed. 
4,1981659749,Sun May 31 09:37:27 PDT 2009,NO_QUERY,jessrupsch,Cubs game today! My first ever 
4,2064079002,Sun Jun 07 05:09:02 PDT 2009,NO_QUERY,agirlcalledm,@SuzySpaatz ~ hi! sounds like you're feeling a bit better...that's great! you have a great day! 
4,1753196199,Sun May 10 00:31:36 PDT 2009,NO_QUERY,humanintersect,@foprof LOL.  Leave a kid on internet and the kid will do stupid things.
4,2013719127,Tue Jun 02 23:23:28 PDT 2009,NO_QUERY,iamericpham,eating cha with eric 
4,2012896491,Tue Jun 02 21:30:06 PDT 2009,NO_QUERY,YwalkWhenUcnFLY,"@StarJonesEsq On a good note, we DID meet at Marty Richards RED BALL a few years ago, you were so sweet to me I'll never forget it "
0,2222469531,Thu Jun 18 07:01:32 PDT 2009,NO_QUERY,Mr_Alien,My hands are officially tied. I don't think I'll have time for anything anymore  This includes the California meet 
4,1770583669,Mon May 11 21:43:17 PDT 2009,NO_QUERY,zombot,"@Konstantine I said &quot;scar,&quot; sweetie. "
0,1880738950,Fri May 22 02:19:37 PDT 2009,NO_QUERY,_vio_,@CamilleJ it was supposed to go live on tv but it didn't happened in the end  that would have been cool being on the bbc...
4,1827493751,Sun May 17 10:49:45 PDT 2009,NO_QUERY,Rasmussos,FCK-Brï¿½ndby 4-0! 
0,2226909167,Thu Jun 18 12:32:19 PDT 2009,NO_QUERY,themcflyoldies,@team_allen jealous!  I'm yet to find a local chinese i'm satisfied with 
4,2050490807,Fri Jun 05 18:45:48 PDT 2009,NO_QUERY,tanyanoel,@BayAreaCheap there r a few of us local yocals around  happy to find u on twitter 2day
4,2061151950,Sat Jun 06 20:16:58 PDT 2009,NO_QUERY,Doctor_Rob,"just back from SuperCheap - a most successful trip. The bikes are tanked &amp; checked for the week, so all ready to start relaxing "
0,1792998329,Thu May 14 00:59:39 PDT 2009,NO_QUERY,sparetyme,@ElleChanel want to shoot...but i'm not in charlotte .. 
4,2190444209,Tue Jun 16 02:44:54 PDT 2009,NO_QUERY,pechapanda,@sephrenia1982 good work 
4,1966468123,Fri May 29 17:49:21 PDT 2009,NO_QUERY,Boddingtons,@KingdomGuard welcome new cd out this week...maybe even tomorrow! 
0,2302410832,Tue Jun 23 16:46:11 PDT 2009,NO_QUERY,PRAYERWARRIORMA,@CatholicChicks hate bein on the phone that long 
4,1965260370,Fri May 29 15:36:25 PDT 2009,NO_QUERY,raphaelmalikian,"If anyone wanted to attend TEDMED but can't make the date, I'll happily take your place, and will live-blog it for you too "
4,1834643142,Mon May 18 03:42:25 PDT 2009,NO_QUERY,Geelong_FC,@melbgirl It means the same to us!  #GoCats
0,1982797757,Sun May 31 11:55:25 PDT 2009,NO_QUERY,Juliaw467,"beach this morning,bbq this afternoon. Back to school/work 2morro "
4,1754424886,Sun May 10 06:13:32 PDT 2009,NO_QUERY,Jass53,@joshlam and you are how old?? REALLY?!? 
0,2204709175,Wed Jun 17 02:55:54 PDT 2009,NO_QUERY,conceptdev,@bing siteowner custom search box fail... &quot;market&quot;:&quot;en-AU&quot; does nothing - it still targets US search   should be &quot;only from australia&quot;??
4,2059230189,Sat Jun 06 16:30:39 PDT 2009,NO_QUERY,Magmoman,Watched Crank 2.... awesome 
4,2189212995,Mon Jun 15 23:30:17 PDT 2009,NO_QUERY,RockIt_Man,@TheUncoolest 
4,2061920911,Sat Jun 06 21:55:04 PDT 2009,NO_QUERY,jodicobb,Night in with the rock star...  
4,1971411001,Sat May 30 07:02:50 PDT 2009,NO_QUERY,stavsxx,@BATYASMUSIC Don't really have a reason.. haha sounds stupid. I'll be 14 
4,1751678466,Sat May 09 20:00:55 PDT 2009,NO_QUERY,ksatt,first night in myers. just not the same w/out lydia!  but i'm actually excited about this summer! 
0,2298320128,Tue Jun 23 11:31:48 PDT 2009,NO_QUERY,wenckeo,"my tooth is sving, and I cannot see my dentist for a week "
0,1978973167,Sun May 31 01:08:05 PDT 2009,NO_QUERY,paulagutz2,cant sleep got heartburn really bad 
4,2053167034,Sat Jun 06 03:32:13 PDT 2009,NO_QUERY,playleimagery,Off to Whipsnade  Hope it's dry
0,2202402887,Tue Jun 16 21:44:13 PDT 2009,NO_QUERY,EvadaJsMomma,Going To Bed ...My Ankle Hurts 
0,2070395570,Sun Jun 07 17:37:10 PDT 2009,NO_QUERY,cindypar7,hates the fact she scanned the wrong passage in all those commentaries she was going to use for her essay 
0,2013951848,Wed Jun 03 00:02:11 PDT 2009,NO_QUERY,singingchicky,I shame the name of female  lol Alright. Shower then sleep then get up in like 5 hours.
4,2015570824,Wed Jun 03 05:00:24 PDT 2009,NO_QUERY,AnotherJulia,"@disil429 Fine. Kinders coughing again, so not a lot of sleep. Weather's good, though, that's the main thing "
4,1827869854,Sun May 17 11:37:05 PDT 2009,NO_QUERY,SarahStramel,Listening to the Nutcracker.  Who says it's only a Christmas thing?! 
4,1755641038,Sun May 10 09:39:21 PDT 2009,NO_QUERY,akaBeetroot,"i miss him, i cant wait to see him, im happy "
0,2049895505,Fri Jun 05 17:41:34 PDT 2009,NO_QUERY,nikechik,@tristanwilds are you missing me? i'm missing my tuesday nights of 90210 
4,2071479153,Sun Jun 07 19:27:50 PDT 2009,NO_QUERY,lattojoyy,"@mithss mourniiiiiiing eh, morniiing!!! "
4,1573581650,Tue Apr 21 01:51:27 PDT 2009,NO_QUERY,konghee,@pamelaong Glad the blog helped 
4,1823943120,Sat May 16 23:30:02 PDT 2009,NO_QUERY,AlphaXi26,Awesome pumpkin! Your famous 
0,2061947730,Sat Jun 06 21:58:48 PDT 2009,NO_QUERY,Ragensi,"@ScarlettHarlott Sadly , I've never seen a single episode. I know , I'm fired , right? "
4,1957701428,Fri May 29 01:19:53 PDT 2009,NO_QUERY,SleepyJane,@LucasGo Haha. I will! o.O Hows you?  Long time no @ reply.
0,1467871545,Mon Apr 06 22:35:40 PDT 2009,NO_QUERY,Cherye101,"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx"
4,2193528694,Tue Jun 16 08:34:51 PDT 2009,NO_QUERY,WAmarriage,Seattle PRIDE will be June 28th at 11am.  Come out and support your community! March with the marriage equality contingent! 
4,1965430637,Fri May 29 15:54:31 PDT 2009,NO_QUERY,ahmednaguib,"@Lujee seriosuly, the second one &quot;since I'm already a mid. class dude and would work for food&quot; "
0,2174824047,Sun Jun 14 23:24:06 PDT 2009,NO_QUERY,jeyjeylu,at school...listining to die Ãrzte - Westerland...great song really..btw i'm so tired...i sleeped between 02:30 and 05:30..thats bad 
0,1836510110,Mon May 18 08:07:33 PDT 2009,NO_QUERY,natalieavendano,I am so hungry  I hate not eating breakfast!
0,2217173197,Wed Jun 17 20:29:42 PDT 2009,NO_QUERY,allyd0124,ewww if i work at fazoli's i have to year a viser...and ugly shoes...and a pony tail...and no nail polish 
4,2052562282,Sat Jun 06 01:09:42 PDT 2009,NO_QUERY,Inyxia,@ZippyC NO. IT'S FULL OF WIN AND I LUV IT. &lt;3 I've been meaning to catch up to where it's at now for ages. NOW I HAVE. 
0,1971801597,Sat May 30 07:55:49 PDT 2009,NO_QUERY,caffeinebomb,Oft. As finished as I can be. Can I relax and be on holiday now? I think I've missed the acceptable slot for lunch. 
4,1967511412,Fri May 29 19:42:58 PDT 2009,NO_QUERY,snickers1015,@ItsNeet 100%.. its like getting an A for all your classes.. 
4,1835989661,Mon May 18 07:09:24 PDT 2009,NO_QUERY,mar_spain,"@seblefebvre Hi Seb! I'm a spanish fan of you.I'm addicted to SP and I think it's the best band in the world!please, come to spain early "
4,1974221419,Sat May 30 12:41:07 PDT 2009,NO_QUERY,mama_craft,Home from soccer. It's so hot out there today. We have retreated to the coolness of the basement. 
4,1990422918,Mon Jun 01 04:49:53 PDT 2009,NO_QUERY,monadetail,i have find my someone 
4,2068535310,Sun Jun 07 14:14:58 PDT 2009,NO_QUERY,FugaziPatrol,@marqueshouston We are the &quot;Fugazi Patrol&quot; &amp; our motto is &quot;If u see a clown point em out&quot; please let everyone know about us 
4,2001445043,Tue Jun 02 00:54:35 PDT 2009,NO_QUERY,isaytunnaa,it is ginormous... Haha well i  feel wierd talking about myy ziiiit  ta ta  good nightt
4,2070601343,Sun Jun 07 17:59:14 PDT 2009,NO_QUERY,Mel_Preston,I'm obsessed with twitting  haha
4,1694881980,Mon May 04 04:28:34 PDT 2009,NO_QUERY,uexpectme2talk,One interlock down one to go 
0,2232041041,Thu Jun 18 19:22:16 PDT 2009,NO_QUERY,glimmeringbethy,"ugh...summer colds are the worst, esp when you have a fever on top of this ridic humidity "
0,2068816061,Sun Jun 07 14:45:03 PDT 2009,NO_QUERY,RetroCringe,I miss Zack so much these days 
0,2051178100,Fri Jun 05 20:58:42 PDT 2009,NO_QUERY,notgoth007,@dbferguson I'm using an Asus. Forget which one at the moment since I don't have it near me.But my complaints are similar to yours. 
4,2000986359,Mon Jun 01 23:30:45 PDT 2009,NO_QUERY,LogomotiveMike,"@powersurf OH I've Got a case. I designed it. Someone idiot stole it and I can prove it. If they want to play hardball,I'm game. "
0,1957625794,Fri May 29 01:05:16 PDT 2009,NO_QUERY,emmaplowman,my thumb hurts after breaking the nail.... 
4,2001655814,Tue Jun 02 01:37:00 PDT 2009,NO_QUERY,Karen_theArtist,"@amymacdonald1 Congrats on the 4x platinum  It's a fantastic album, one of my favs"
4,1979863257,Sun May 31 04:48:37 PDT 2009,NO_QUERY,oliviaa_m,"@JosephFrost Yeahh, that would be pretty awesome. "
4,1835117151,Mon May 18 05:11:04 PDT 2009,NO_QUERY,ehight,@benlizzotte so i think you should work for the discovery channel b/c then it would be media AND sharks! 
0,1557912015,Sun Apr 19 06:32:32 PDT 2009,NO_QUERY,FaeriBex,"@paddyrules home is mums house lol hm maddens could be a plan, am actually stone cold broke atm tho not even sure i could afford door fee "
0,2229785405,Thu Jun 18 16:12:13 PDT 2009,NO_QUERY,GiuliaNapo,@MandyyJirouxx that page doesn't exist 
0,1965929390,Fri May 29 16:48:18 PDT 2009,NO_QUERY,kentz,fighting a cold. 
0,2058242097,Sat Jun 06 14:32:59 PDT 2009,NO_QUERY,meimAsinglecell,@greeleyalex  aw im jealous! I miss home. I wish I could be home in CG right now! Watching spanish tv with my Gparents
0,2061711951,Sat Jun 06 21:26:57 PDT 2009,NO_QUERY,CaitEggers,@aleshacal my phone is dying  no charger here!
4,1687278214,Sun May 03 08:15:50 PDT 2009,NO_QUERY,SpiderTre,@mileycyrus Green Day new cd on the 15th and you on the 16th. woo!! 
0,2049700845,Fri Jun 05 17:20:38 PDT 2009,NO_QUERY,helloabi,my tv always freezes while i'm watching inbetweeners 
0,1833398181,Sun May 17 23:09:44 PDT 2009,NO_QUERY,b3lt3r,@softjunebreeze Ex-factor.... Me too 
0,1558501113,Sun Apr 19 08:34:08 PDT 2009,NO_QUERY,KaiRutlin, Back to school on Monday...Well I did get an iPod Touch. @shmuxel + @randomized180 See yah tomorrow then I guess 
0,2214200315,Wed Jun 17 16:24:30 PDT 2009,NO_QUERY,ChelseyFlood,@LisaAnneWest i missed it  have to catch up on sunday ohh ye so  fancy ldn on sunday? xoxo
0,2185161798,Mon Jun 15 16:58:43 PDT 2009,NO_QUERY,personified,tried to check out your site @poeticmindset ... not working 
4,2039698910,Thu Jun 04 22:35:04 PDT 2009,NO_QUERY,marchurtubise,Watching Wayne Dyer's new program on PBS &quot;Excuses Begone!&quot;. Lower mainlanders can check it out on ch. 27 or 204 on Shaw! Peace 
0,2072444681,Sun Jun 07 21:02:16 PDT 2009,NO_QUERY,jenjnyjen,pimples attack! Arghhhhhhhhh 
0,2261274687,Sat Jun 20 20:32:07 PDT 2009,NO_QUERY,alyssaanciro,"has to pack, stillll. and doesn't want to.. "
0,2060437840,Sat Jun 06 18:54:23 PDT 2009,NO_QUERY,Jadame_Tamuli,@snikkins How dare you get some before I have a chance to. You're no longer my friend 
4,1962352792,Fri May 29 10:54:56 PDT 2009,NO_QUERY,Emiaj20,"Can't stop listening to the clips of @Jonasbrothers new album Lines, Vines and Trying Times its so amazing can't wait for the whole thing "
0,2226461513,Thu Jun 18 11:59:03 PDT 2009,NO_QUERY,JDeyhle,about to pour in orlando 
4,1970812135,Sat May 30 05:17:50 PDT 2009,NO_QUERY,lostluna,"@carriecruz I know! I don't think they air it on any of the cable channels anymore, but you can download them from the net "
4,2070543639,Sun Jun 07 17:53:02 PDT 2009,NO_QUERY,carmenmg5,@AprAnaya  you will !   check the website so you can have an idea as to what product u want to try . I will sent u the email tomorrow 
0,2183136501,Mon Jun 15 14:05:40 PDT 2009,NO_QUERY,MollyMonochrome,@annieomnious    can it be fixed?  can we make a new simple one mayb?
0,2184448107,Mon Jun 15 15:55:35 PDT 2009,NO_QUERY,PinkBellaX,blÃ¤Ã¤ i have a headache 
4,2013341939,Tue Jun 02 22:26:54 PDT 2009,NO_QUERY,_mb79_,Has just joined Twitter.. It better be good! 
0,2066333820,Sun Jun 07 10:19:20 PDT 2009,NO_QUERY,kingyan,Where in Singapore do they sell Dujour? 
0,2196442252,Tue Jun 16 12:28:43 PDT 2009,NO_QUERY,Guidedtouch,"#iranelection The &quot;yellow Press&quot; is alive and well in the 21st century, how quickly we forget the USS Maine "
0,2188737291,Mon Jun 15 22:27:48 PDT 2009,NO_QUERY,BRohan77,haven't been on all day  went to bed late last night!
4,2065977302,Sun Jun 07 09:39:23 PDT 2009,NO_QUERY,curlydena,"where's all the rain we were supposed to have today? not complaining tho, it's lovely &amp; bright. very happy making "
4,1793637123,Thu May 14 03:27:13 PDT 2009,NO_QUERY,fellowcreative,"@claire_stokoe thank you, it only took me two minutes, thankfully the style of envirowise.gov.uk was already there for the taking "
0,1833427286,Sun May 17 23:15:06 PDT 2009,NO_QUERY,maddot13,ps: i think twitter sucks if you dont have free unlimited texts. 
4,2179221942,Mon Jun 15 08:48:42 PDT 2009,NO_QUERY,Nicksmylovebug,"@xDorkyStacy Ha! THAT SOUNDS SO WRONG STACY! lmao  i love you. and when I take one, I'll think of you too. haha, and on youtube. "
4,2015638557,Wed Jun 03 05:10:09 PDT 2009,NO_QUERY,NTyrer,@gwyn007 @waz7710    no no really its ok! u try em out and then u can see which works and doesnt  by that time its to late
0,2265795968,Sun Jun 21 07:19:34 PDT 2009,NO_QUERY,andreabee,Who else misses Parade the day incredibly much.. 
0,2016886128,Wed Jun 03 07:31:07 PDT 2009,NO_QUERY,Breedlo,I was caller number one. 
0,2000557470,Mon Jun 01 22:23:18 PDT 2009,NO_QUERY,allison6071,@StewartWade ditto!! Goodnight &amp; rest well!! Go play the lottery! I bought a ticket when I was n FL last week but no luck! 
4,2001101986,Mon Jun 01 23:50:48 PDT 2009,NO_QUERY,BiscuitKing,"Mornin every1! Hope all is well I'm your worlds. I'm not sure why I'm at work at 7:45 this mornin, but I guess Its not all bad "
0,2016398576,Wed Jun 03 06:42:31 PDT 2009,NO_QUERY,brumplum,should be going out but wants to stay put to participate in @RichardWiseman experiment - might have to do it by txt. (no photo part) 
4,1563492058,Sun Apr 19 23:02:39 PDT 2009,NO_QUERY,loucan,"If you can take criticism and blame without resentment, YOU'RE PROBABLY THE FAMILY DOG  see... http://jijr.com/hitZ cheers, Lou-ann"
0,1695535298,Mon May 04 06:22:24 PDT 2009,NO_QUERY,Lisa107b,"@TeeMonster Sorry, I know I'm late responding (15hrs  timezone troubles) but I think you would need to load Audacity to your compy"
0,2001149512,Mon Jun 01 23:59:30 PDT 2009,NO_QUERY,RichardLloyd18,History exam today and dreading it 
0,2200859251,Tue Jun 16 19:28:23 PDT 2009,NO_QUERY,SquarahFaggins,After seeing mr. benningfield tonight it really made me start to miss my vand family like hXc  i love you band geeks! &lt;3
4,2063152024,Sun Jun 07 01:33:35 PDT 2009,NO_QUERY,Jamie_Cheroske,Just downloaded a new Twitter app for my phone. So much better already. 
0,2065655022,Sun Jun 07 09:02:01 PDT 2009,NO_QUERY,daniel_myers,I seem to be making a habbit out of not falling asleep until very late 
0,2032533305,Thu Jun 04 11:23:45 PDT 2009,NO_QUERY,gelcock,There was a steady stream at my polling station mostly old folks surely they wouldn't vote for the fascists ... Are people that stupid? 
0,2259778018,Sat Jun 20 18:08:50 PDT 2009,NO_QUERY,alecialisten4,Missionaries had passport problems. Still havn't arrived  ya'll pray!
4,1685261398,Sat May 02 23:39:51 PDT 2009,NO_QUERY,shannonstone,had a very good night 
4,1982364144,Sun May 31 11:03:41 PDT 2009,NO_QUERY,jacobjoel,"Enjoying the morning just hanging out with Juliet in Victoria. She doesn't know it yet, but I'm taking her to see Il Divo tonight  #fb"
4,1686166902,Sun May 03 04:06:50 PDT 2009,NO_QUERY,MikeAbundo,Off to the Miss Bikini Philippines pageant. Thanks to @veggiecircle for the ticket! 
4,2064325843,Sun Jun 07 05:56:58 PDT 2009,NO_QUERY,daily_ADAM_show,i'm going global .. 
0,2057377299,Sat Jun 06 12:53:31 PDT 2009,NO_QUERY,Luu_gon,They are gone .. 
4,1881317764,Fri May 22 04:18:16 PDT 2009,NO_QUERY,FranHearn,Friends with scott again 
4,1964523546,Fri May 29 14:22:19 PDT 2009,NO_QUERY,deniserostro,I think that my lovely brother @ScottyHolloway should take me and his lovely sister @Ho11y to Old Town for some dinn dinn &amp; margaritas 
4,2030755309,Thu Jun 04 08:50:08 PDT 2009,NO_QUERY,Ocalawriter,Roast in the cooker and cakes in the oven soon.  Good morning!  Hope everyone is well today 
0,2245483186,Fri Jun 19 16:11:47 PDT 2009,NO_QUERY,Pesandy,Wooo I picked my sister and I miss the empty house. 
0,1553986924,Sat Apr 18 15:45:29 PDT 2009,NO_QUERY,bryanarmada,@aleahhh season is almost done with babe 
0,2062190059,Sat Jun 06 22:33:37 PDT 2009,NO_QUERY,Duh_Kirsten,off to work    byeee xox
0,1974851944,Sat May 30 13:57:15 PDT 2009,NO_QUERY,Samantha_Mayy,@alexandramusic Diversity won! damnn i wanted flawless to win 
0,2249964736,Fri Jun 19 23:23:39 PDT 2009,NO_QUERY,BlackPurple4evr,printin stuff for my aunt. dont ask y its so late. i forgot 2 do it earlier. 
0,1685358696,Sun May 03 00:03:03 PDT 2009,NO_QUERY,jaziiandbrytt, can some one pleease tell me how to work out the total surface area of a square pyramid? 
4,2187816677,Mon Jun 15 20:51:04 PDT 2009,NO_QUERY,mizzoo76,@DENISE_RICHARDS love your hair  dont ever cut ur locks 
4,1970220574,Sat May 30 02:57:26 PDT 2009,NO_QUERY,MandyPandy32,@okse *Phew* Hate to think you and Colin had fallen out! Glad he's smiling for you. Hip Hip Hip Hooray!! 
4,1992312941,Mon Jun 01 08:32:57 PDT 2009,NO_QUERY,R_Boogie,@Dee_Dee_3 high low 
4,2182529698,Mon Jun 15 13:17:33 PDT 2009,NO_QUERY,Chocolatedonout,"And the motivation came!  yay! Not finished yet, but well on my way!  Gonna go finish it. xx"
0,1881736609,Fri May 22 05:26:16 PDT 2009,NO_QUERY,laineybogs,Still cant get Jonas Bros tickets..dreading facing my niece later on ( I can see the tantrum now). Hope they put on another gig in Dublin 
0,1961760410,Fri May 29 10:00:12 PDT 2009,NO_QUERY,Sabrinagoh,"I though the clothes of AW0910 Collection from +9 designers will be there, together with the visual arts, but it is not "
4,2070618502,Sun Jun 07 18:00:54 PDT 2009,NO_QUERY,lostfoundpets,On schedule now to soft launch tomorrow evening - already have first customer - lost cat 
4,2002583293,Tue Jun 02 04:37:35 PDT 2009,NO_QUERY,QuelynnInc,&quot;Thank You [Lord] for reminding me to see myself the way You see me!&quot; 
4,2065072801,Sun Jun 07 07:50:01 PDT 2009,NO_QUERY,Emoly_,@CharlieeSimpson I Was Looking at an Old Poster From Busted The Other Day  You Had Really Short Hair And Everythng   Young Ta Old 
0,2254207767,Sat Jun 20 09:23:40 PDT 2009,NO_QUERY,lizzayyyyyy,"Ugh, so bored today! "
4,2060960475,Sat Jun 06 19:54:45 PDT 2009,NO_QUERY,NAYKIDD,home from a long day of work. i wore heels from 11am to 7pm. i must be crazy!! came right home to soak the feets. lol who wana rub em? 
0,2252848920,Sat Jun 20 07:06:51 PDT 2009,NO_QUERY,artalive,Still at work  This entire week has felt like an extremely long and awful Monday!
0,2222244011,Thu Jun 18 06:42:26 PDT 2009,NO_QUERY,Morfin,Upgraded iPhone to 3.0 but seem to have weaker link to tamu wireless 
0,2002064542,Tue Jun 02 03:01:26 PDT 2009,NO_QUERY,lioneris,morning twitterland...off to work i go 
0,1973313308,Sat May 30 10:54:29 PDT 2009,NO_QUERY,LarryWentz,@Debbiebarnhill I'm such a plantaholic.... I spent several thousand $s the last few years planting at my brothers lake cabin - he sold it 
4,1793375946,Thu May 14 02:27:16 PDT 2009,NO_QUERY,imabhi000,Trying to learn some &quot;PHOTOGRAPHY&quot; 
4,1967624944,Fri May 29 19:55:25 PDT 2009,NO_QUERY,AllanJYu,@KrisAllenmusic I'll be sure to vote for you in that competition.  A star with your name on it would go well with your Idol Trophy!
0,2063740355,Sun Jun 07 03:53:27 PDT 2009,NO_QUERY,VivinAlvernia,already miss baby donkey 
0,2206034609,Wed Jun 17 05:53:33 PDT 2009,NO_QUERY,timjeffries,@kpsomotragos I have it on good authority that we'll be getting it around 3am. 
0,2286183057,Mon Jun 22 16:06:16 PDT 2009,NO_QUERY,webwillie83,Just heard gun shots in my neighborhood!!! 
0,1957726936,Fri May 29 01:24:58 PDT 2009,NO_QUERY,NorCalStang,Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along 
0,2257964408,Sat Jun 20 15:10:31 PDT 2009,NO_QUERY,OneAndOnlyLia,I am sooo tired!! My eyes literally can't stay open 
0,1833694139,Mon May 18 00:08:01 PDT 2009,NO_QUERY,alyssakris,I hate word challenge on facebook! 
0,1978260194,Sat May 30 22:51:18 PDT 2009,NO_QUERY,kaweime,is sad she couldn't go out with her girls tonight  It's been too long....
0,2232720791,Thu Jun 18 20:18:00 PDT 2009,NO_QUERY,ms_xtine,PACKING SUCKS! i miss my Lee 
